query;driver;collectionSize;singleCollectionSegmentCount;pairCollectionSegmentCount;connectionSegmentCount;multiQueryCount;rootIdFilterCount;rootValueInListFilterCount;rootEqualityFilterCount;rootNumberRangeFilterCount;nestedIdFilterCount;nestedValueInListFilterCount;nestedEqualityFilterCount;nestedNumberRangeFilterCount;firstFilterDepth;onlyResultFraction;dynamicFilterFraction;dynamicResultFraction;phase;iteration;duration
pets 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .pets_grand_child 'age' in [, , , , , , , , , , , , , , , ] .users_owns_pets_grand_child users 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , ]   .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].grand2_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand4_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand5_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;4;1;5;0;5;0;0;1;5;0;0;0;0.18181818181818182;0.0;0.8181818181818182;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].users_owns_pets pets 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]   .children_owns_pets children 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]   , limit: null;postgres;100;0;0;2;2;0;1;0;0;1;2;0;0;0;0.2;0.0;0.8;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets 'since' in [, , , , , , , , , , , , , , , , , ]   .children_owns_pets children  'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]  , limit: null;postgres;100;0;0;2;2;0;1;0;0;1;2;0;0;0;0.0;0.25;1.0;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets 'since' in [, , , , , , , , , , , , , , , , , ]   .children_owns_pets children 'since' in [, , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id].grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;0;2;3;0;2;0;0;1;2;0;0;0;0.3333333333333333;0.0;0.6666666666666666;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets 'since' in [, , , , , , , , , , , , , , , , , , , ]   .children_owns_pets children  'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ]  .grand_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id], limit: null;postgres;100;0;1;2;3;0;2;0;0;1;3;0;0;0;0.2857142857142857;0.16666666666666666;0.7142857142857143;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets  'age' in [, , , , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id].children_owns_pets children 'since' in [, , , , , , , , , , , , , , , , , , , , , ]   .grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand2_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;1;2;4;0;3;0;0;1;3;0;0;0;0.25;0.0;0.875;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets 'since' in [, , , , , , , , , , , , , , , , , , , ]   .children_owns_pets children  'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ]  .grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand4_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;0;2;2;4;0;3;0;0;1;4;0;0;0;0.0;0.125;1.0;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets 'since' in [, , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id].children_owns_pets children  'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]  .grand_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].grand2_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] .grand4_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand5_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;2;2;5;0;4;0;0;1;4;0;0;0;0.3;0.1111111111111111;0.8;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].users_owns_pets pets  'age' in [, , , , , , , , , , , , , , , , , ]  .pets_child 'age' in [, , , , , , , , , , , , , , , , , ] [name, age, _id].children_owns_pets_child children 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ]   , limit: null;postgres;100;1;0;2;2;0;2;0;0;1;2;0;0;0;0.3333333333333333;0.0;0.8333333333333334;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].users_owns_pets pets  'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id].pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].children_owns_pets_child children  'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]  , limit: null;postgres;100;1;0;2;2;0;2;0;0;1;2;0;0;0;0.6666666666666666;0.0;0.6666666666666666;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].users_owns_pets pets 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]   .pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].children_owns_pets_child children  'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]  .grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;2;0;2;3;0;3;0;0;1;2;0;0;0;0.2857142857142857;0.0;0.8571428571428571;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ]   .pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets_child children  'age' in [, , , , , , , , , , , , , , , , , , , , , , , ]  .grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;1;2;3;0;3;0;0;1;3;0;0;0;0.0;0.0;1.0;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].users_owns_pets pets 'since' in [, , , , , , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id].pets_child 'age' in [, , , , , , , , , , , , , , , ] [name, age, _id].children_owns_pets_child children 'since' in [, , , , , , , , , , , , , , , ]   .grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;2;1;2;4;0;4;0;0;1;3;0;0;0;0.4444444444444444;0.0;0.7777777777777778;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].users_owns_pets pets  'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id].pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets_child children  'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id].grand_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand4_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;2;2;4;0;4;0;0;1;4;0;0;0;0.6;0.0;0.5;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , ]   .pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets_child children 'since' in [, , , , , , , , , , , , , , , , , ]   .grand_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand4_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .grand5_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;2;2;2;5;0;5;0;0;1;4;0;0;0;0.09090909090909091;0.0;0.9090909090909091;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets  'age' in [, , , , , , , , , , , , , , , ]  .pets_child 'age' in [, , , , , , , , , , , , , , , , , , , ] .pets_grand_child 'age' in [, , , , , , , , , , , , , ] .children_owns_pets_grand_child children  'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id], limit: null;postgres;100;0;1;2;3;0;2;0;0;1;3;0;0;0;0.2857142857142857;0.16666666666666666;0.7142857142857143;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].users_owns_pets pets  'age' in [, , , , , , , , , , , , , , , , , ]  .pets_child 'age' in [, , , , , , , , , , , , , , , ] [name, age, _id].pets_grand_child 'age' in [, , , , , , , , , , , , , , , ] .children_owns_pets_grand_child children 'since' in [, , , , , , , , , , , , , ]   , limit: null;postgres;100;0;1;2;3;0;2;0;0;1;3;0;0;0;0.2857142857142857;0.0;0.8571428571428571;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets 'since' in [, , , , , , , , , , , , , , , , , , , ]   .pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .pets_grand_child 'age' in [, , , , , , , , , , , , , , , , , ] .children_owns_pets_grand_child children  'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id].grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id], limit: null;postgres;100;1;1;2;4;0;3;0;0;1;3;0;0;0;0.375;0.14285714285714285;0.625;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets  'age' in [, , , , , , , , , , , , , , , , , , , ]  .pets_child 'age' in [, , , , , , , , , , , , , , , , , , , ] [name, age, _id].pets_grand_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets_grand_child children 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]   .grand_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id], limit: null;postgres;100;0;2;2;4;0;3;0;0;1;4;0;0;0;0.2222222222222222;0.0;0.8888888888888888;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets  'age' in [, , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id].pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].pets_grand_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets_grand_child children 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]   .grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;2;2;5;0;4;0;0;1;4;0;0;0;0.3;0.0;0.9;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .users_owns_pets pets 'since' in [, , , , , , , , , , , , , , , ]   .pets_child 'age' in [, , , , , , , , , , , , , ] .pets_grand_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets_grand_child children 'since' in [, , , , , , , , , , , , , , , , , , , ]   .grand_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .grand2_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].grand4_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;0;3;2;5;0;4;0;0;1;5;0;0;0;0.18181818181818182;0.0;0.8181818181818182;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].users_owns_pets pets  'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id].pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].pets_grand_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].children_owns_pets_grand_child children  'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id].grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand2_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .grand4_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].grand5_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;3;2;6;0;5;0;0;1;5;0;0;0;0.6666666666666666;0.09090909090909091;0.5833333333333334;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].children_owns_pets pets  'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , ]  .grand_children_owns_pets grand_children  'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ]  , limit: null;postgres;100;0;1;2;3;0;1;0;0;2;3;0;0;0;0.16666666666666666;0.3333333333333333;0.8333333333333334;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id].grand_children_owns_pets grand_children 'since' in [, , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id], limit: null;postgres;100;0;1;2;3;0;1;0;0;2;3;0;0;0;0.6666666666666666;0.0;0.5;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id].grand_children_owns_pets grand_children 'since' in [, , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id], limit: null;postgres;100;0;1;2;3;0;1;0;0;2;3;0;0;0;0.6666666666666666;0.0;0.5;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets  'age' in [, , , , , , , , , , , , , , , , , , , , , ]  .grand_children_owns_pets grand_children 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , ]   .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;1;2;4;0;2;0;0;2;3;0;0;0;0.0;0.14285714285714285;1.0;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets  'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]  .grand_children_owns_pets grand_children 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]   .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;0;2;2;4;0;2;0;0;2;4;0;0;0;0.0;0.125;1.0;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets 'since' in [, , , , , , , , , , , , , , , , , , , ]   .grand_children_owns_pets grand_children 'since' in [, , , , , , , , , , , , , , , , , ]   .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .grand4_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;2;2;5;0;3;0;0;2;4;0;0;0;0.0;0.0;1.0;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets 'since' in [, , , , , , , , , , , , , , , , , , , ]   .pets_child 'age' in [, , , , , , , , , , , , , , , , , , , ] .grand_children_owns_pets_child grand_children  'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ]  , limit: null;postgres;100;1;1;2;3;0;2;0;0;2;3;0;0;0;0.0;0.0;1.0;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].children_owns_pets pets 'since' in [, , , , , , , , , , , , , , , ]   .pets_child 'age' in [, , , , , , , , , , , , , ] .grand_children_owns_pets_child grand_children  'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]  , limit: null;postgres;100;1;1;2;3;0;2;0;0;2;3;0;0;0;0.14285714285714285;0.0;0.8571428571428571;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets  'age' in [, , , , , , , , , , , , , , , ]  .pets_child 'age' in [, , , , , , , , , , , , , , , , , ] [name, age, _id].grand_children_owns_pets_child grand_children 'since' in [, , , , , , , , , , , , , , , , , , , ]   , limit: null;postgres;100;1;1;2;3;0;2;0;0;2;3;0;0;0;0.14285714285714285;0.14285714285714285;1.0;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] .children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets 'since' in [, , , , , , , , , , , , , , , , , , , ]   .pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand_children_owns_pets_child grand_children 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , ]   .grand2_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;2;1;2;4;0;3;0;0;2;3;0;0;0;0.0;0.0;1.0;build;1;0s
users 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets  'age' in [, , , , , , , , , , , , , , , , , , , ]  .pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand_children_owns_pets_child grand_children  'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]  .grand2_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;2;2;4;0;3;0;0;2;4;0;0;0;0.0;0.1111111111111111;1.0;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets  'age' in [, , , , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id].pets_child 'age' in [, , , , , , , , , , , , , , , ] .grand_children_owns_pets_child grand_children 'since' in [, , , , , , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id].grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand4_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;2;2;2;5;0;4;0;0;2;4;0;0;0;0.4;0.1;0.7;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets  'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]  .pets_child 'age' in [, , , , , , , , , , , , , , , ] .pets_grand_child 'age' in [, , , , , , , , , , , , , ] .grand_children_owns_pets_grand_child grand_children  'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]  , limit: null;postgres;100;0;2;2;4;0;2;0;0;2;4;0;0;0;0.0;0.25;1.0;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].children_owns_pets pets 'since' in [, , , , , , , , , , , , , , , , , ]   .pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].pets_grand_child 'age' in [, , , , , , , , , , , , , , , , , ] .grand_children_owns_pets_grand_child grand_children 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ]   , limit: null;postgres;100;0;2;2;4;0;2;0;0;2;4;0;0;0;0.25;0.0;0.875;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets  'age' in [, , , , , , , , , , , , , , , , , , , ]  .pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].pets_grand_child 'age' in [, , , , , , , , , , , , , , , , , ] .grand_children_owns_pets_grand_child grand_children  'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ]  , limit: null;postgres;100;0;2;2;4;0;2;0;0;2;4;0;0;0;0.125;0.25;1.0;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id].pets_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].pets_grand_child 'animal' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand_children_owns_pets_grand_child grand_children 'since' in [, , , , , , , , , , , , , , , , , , , ]   .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;1;2;2;5;0;3;0;0;2;4;0;0;0;0.3333333333333333;0.0;0.8888888888888888;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets  'age' in [, , , , , , , , , , , , , , , ]  .pets_child 'age' in [, , , , , , , , , , , , , , , ] .pets_grand_child 'age' in [, , , , , , , , , , , , , , , , , ] [name, age, _id].grand_children_owns_pets_grand_child grand_children  'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] [since, nickname] [name, age, _id].grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].grand3_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] , limit: null;postgres;100;0;3;2;5;0;3;0;0;2;5;0;0;0;0.4;0.2;0.7;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id].children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ] .children_owns_pets pets 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id].pets_child 'age' in [, , , , , , , , , , , , , , , , , , , ] .pets_grand_child 'age' in [, , , , , , , , , , , , , , , , , , , ] .grand_children_owns_pets_grand_child grand_children 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , ]   .grand2_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] .grand3_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand4_children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , ] [name, age, _id], limit: null;postgres;100;1;3;2;6;0;4;0;0;2;5;0;0;0;0.36363636363636365;0.0;0.7272727272727273;build;1;0s
users 'age' in [, , , , , , , , , , , , , , , , , , , , , , , ] .children 'age' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand_children 'name' in [, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ] .grand_children_owns_pets pets 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , ]  [since, nickname] [name, age, _id].grand2_children_owns_pets grand2_children 'nickname' in [, , , , , , , , , , , , , , , , , , , , , , , , , ]   , limit: null;postgres;100;1;1;2;3;0;2;0;0;2;3;0;0;0;0.2857142857142857;0.0;0.8571428571428571;build;1;0s
